,Latitude,Longitude,MedInc
15280,33.06,-117.3,3.194
5823,34.21,-118.34,4.7885
585,37.71,-122.09,5.1498
11875,34.0,-117.36,3.3622
12352,33.81,-116.54,2.1176
17435,34.64,-120.46,2.3804
16261,37.96,-121.26,1.7898
13991,34.96,-117.08,3.6343
15566,33.1,-117.05,6.1868
17049,37.46,-122.26,7.0001
8683,33.88,-118.34,3.8657
9743,36.77,-121.65,4.7969
14260,32.7,-117.12,1.3194
6362,34.13,-117.98,4.0083
9088,34.67,-118.22,4.3636
18083,37.33,-122.06,8.248
6464,34.1,-118.06,3.6995
10148,33.91,-117.92,9.5561
18345,37.43,-122.14,4.0686
11740,38.86,-121.12,3.3802
20478,34.27,-118.73,5.653
19388,37.76,-120.87,2.5655
1916,38.81,-121.04,3.93
11377,33.68,-117.97,5.7301
19557,37.6,-121.0,2.6899
9697,36.69,-121.61,2.0244
8107,33.8,-118.21,4.25
8082,33.81,-118.2,4.95
1910,39.06,-120.13,2.875
16849,37.62,-122.42,6.3443
15467,33.19,-117.21,4.8152
15203,32.93,-117.08,6.0857
1133,39.75,-121.62,1.0625
16711,35.03,-120.5,3.5682
16455,38.12,-121.28,2.8237
10710,33.6,-117.7,2.625
17551,37.34,-121.86,2.5947
1317,37.99,-121.8,5.5
4368,34.11,-118.27,2.978
8313,33.77,-118.13,5.3046
18119,37.32,-122.03,5.6511
10641,33.69,-117.8,3.3438
15111,32.88,-116.98,4.3952
7325,33.99,-118.18,2.152
13854,34.49,-117.32,1.6232
6080,34.09,-117.86,6.1498
15631,37.8,-122.4,1.9063
2601,41.3,-123.66,1.8065
6568,34.2,-118.15,4.1518
17794,37.37,-121.82,3.7214
16944,37.55,-122.32,4.8068
2173,36.78,-119.86,2.9853
19852,36.38,-119.21,2.0216
12746,38.63,-121.37,2.6623
3605,34.23,-118.48,6.5268
13276,34.09,-117.63,2.6818
6429,34.12,-118.0,3.9219
12861,38.7,-121.38,2.2402
14801,32.59,-117.12,2.6724
7995,33.85,-118.15,4.0781
9142,34.49,-117.89,3.7043
3768,34.17,-118.43,5.9275
5077,33.98,-118.29,1.9125
8274,33.77,-118.17,3.0503
12230,33.75,-116.95,1.7847
19636,37.51,-120.96,2.3864
9599,37.31,-120.5,2.6797
4631,34.06,-118.3,2.2094
15294,33.17,-117.35,2.478
240,37.78,-122.21,2.7352
17733,37.31,-121.8,4.5045
19009,38.35,-122.0,2.5707
13722,34.06,-117.18,1.3485
15392,33.2,-116.99,3.1553
10771,33.65,-117.9,4.6808
14728,32.8,-117.02,3.65
11461,33.68,-117.99,3.4899
10930,33.74,-117.9,2.3783
7602,33.89,-118.26,3.5687
14972,32.73,-117.0,3.7647
1867,38.95,-119.95,2.625
13742,34.03,-117.19,10.8634
15380,33.46,-117.34,5.5395
20558,38.67,-121.8,4.5526
15272,33.06,-117.29,6.1509
2521,39.71,-122.74,1.6607
18641,36.99,-121.99,3.6364
1820,37.92,-122.3,6.0677
2410,36.6,-119.45,2.5
8243,33.78,-118.18,2.0769
18387,37.23,-121.89,8.1988
6637,34.16,-118.14,2.575
5187,33.93,-118.27,2.6458
17339,34.87,-120.44,5.038
11769,38.73,-121.36,3.141
4565,34.07,-118.26,2.2607
13607,34.15,-117.25,2.1465
7942,33.87,-118.13,4.6765
18469,37.13,-121.6,7.5
19908,36.3,-119.26,2.425
6391,34.15,-118.06,15.0001
2118,36.75,-119.72,3.9514
10050,39.18,-120.99,3.6607
3779,34.17,-118.39,3.2052
20022,36.08,-119.07,3.0
4961,34.01,-118.3,2.5885
2809,35.42,-119.02,1.8472
18717,40.6,-122.42,3.4464
498,37.85,-122.27,2.2431
11445,33.66,-117.98,6.1624
918,37.52,-121.95,5.2308
20121,37.79,-120.45,3.1719
13390,34.09,-117.58,1.9531
13264,34.1,-117.66,2.2429
8617,33.87,-118.39,7.521
4284,34.1,-118.32,1.5284
19242,38.52,-122.78,2.4922
19126,38.27,-122.69,4.0313
228,37.8,-122.19,4.2727
15304,33.18,-117.37,2.6979
19746,40.19,-122.26,2.0425
2741,32.78,-115.55,2.8025
13329,34.04,-117.67,4.6563
11703,33.88,-117.97,6.0394
17182,37.53,-122.51,7.2929
9271,38.15,-122.62,6.4092
18818,39.67,-120.24,2.3625
11113,33.85,-117.88,2.3173
6001,34.09,-117.75,4.2143
5718,34.21,-118.24,3.5777
4897,34.01,-118.25,2.1466
5583,33.82,-118.3,2.8106
19007,38.36,-121.98,2.4330000000000003
11845,39.9,-120.74,2.2656
7867,33.88,-118.12,2.6184
16053,37.76,-122.48,4.1397
18146,37.35,-122.03,7.2779
1128,39.76,-121.61,2.5428
17358,34.87,-120.43,3.9871
10523,33.55,-117.7,7.1736
10400,33.52,-117.55,5.136
1567,37.76,-121.97,6.7027
10298,33.92,-117.85,8.0287
1706,37.95,-122.32,4.45
7450,33.94,-118.18,2.7
3153,35.12,-118.46,3.2405
10364,33.61,-117.68,6.0689
11523,33.73,-118.05,5.0699
7299,33.99,-118.2,2.3421
17486,34.44,-119.81,3.2115
512,37.82,-122.23,12.2138
6240,34.06,-117.98,4.5417
13182,33.97,-117.71,3.851
7104,33.9,-118.0,4.3831
10566,33.71,-117.76,3.2229
9824,36.62,-121.91,2.475
2925,35.36,-119.01,1.6797
10490,33.49,-117.67,8.163
20399,34.22,-118.86,6.2708
12444,33.92,-114.67,1.2656
15162,32.96,-117.03,4.121
2721,32.73,-115.53,1.735
7445,33.94,-118.16,4.7708
7893,33.87,-118.07,5.7652
7509,33.91,-118.27,1.1705
18095,37.33,-122.05,5.3167
8042,33.84,-118.16,3.6447
17655,37.25,-121.89,4.7069
15961,37.71,-122.43,3.1908
16398,37.99,-121.26,2.3333
18214,37.37,-122.06,6.1299
9928,38.3,-122.31,3.6039
13799,34.55,-117.54,2.9479
11428,33.69,-117.98,5.7117
13928,34.84,-114.61,2.1571
17117,37.48,-122.16,2.3769
15107,32.84,-117.02,5.131
7236,34.01,-118.14,2.5326
6468,34.1,-118.05,4.0179
13286,34.08,-117.65,4.7176
10832,33.65,-117.93,4.2036
9053,34.7,-118.12,4.3229
1505,37.93,-122.03,6.0918
6054,34.0,-117.85,5.6513
596,37.7,-122.08,5.2497
4225,34.11,-118.29,3.0461
2550,40.78,-124.16,2.9038
19505,37.64,-121.03,3.148
13135,38.47,-121.43,4.35
7440,33.94,-118.2,3.5125
19344,38.62,-122.87,3.1875
6768,34.11,-118.14,5.2292
3199,36.35,-119.65,4.3911
2681,32.99,-115.54,1.5372
6449,34.12,-118.04,5.2249
7951,33.86,-118.15,4.4934
16875,37.59,-122.41,5.6493
14626,32.77,-117.18,2.7386
1045,38.38,-120.77,2.3125
13044,38.47,-121.13,3.6645
2644,40.58,-124.14,2.6987
4435,34.08,-118.21,2.2907
11357,33.74,-117.93,3.3017
11831,39.27,-120.58,3.0147
18327,37.46,-122.15,10.9508
13668,34.08,-117.27,1.4279
18199,37.4,-122.02,4.35
14645,32.77,-117.19,3.765
4487,34.05,-118.19,1.6667
2061,36.62,-119.68,1.6602
4645,34.06,-118.31,1.6725
9112,34.6,-118.16,4.9904
11004,33.75,-117.81,3.7031
3775,34.16,-118.41,4.1875
19245,38.5,-122.75,5.449
5596,33.8,-118.24,3.6161
19614,37.6,-121.2,2.3173
10741,33.61,-117.92,3.5682
9297,38.03,-122.57,6.5253
7265,33.99,-118.22,4.3164
9080,34.77,-118.19,2.1979
10573,33.68,-117.64,6.5069
19142,38.32,-122.69,5.6613
4174,34.1,-118.21,3.7437
16658,35.26,-120.66,2.2656
8737,33.82,-118.31,4.1406
9216,37.11,-120.25,1.5319
20172,34.29,-119.17,3.2917
13040,38.68,-121.16,3.1161
15625,37.8,-122.41,3.6065
16903,37.59,-122.36,3.5125
10143,33.9,-117.9,4.9743
19599,37.56,-120.93,1.55
8543,33.88,-118.36,3.2049
5607,33.79,-118.3,2.5
983,37.66,-121.86,4.1597
8033,33.84,-118.14,3.2024
5480,33.99,-118.45,2.9722
5068,33.98,-118.3,1.9556
4797,34.02,-118.35,3.25
4482,34.06,-118.19,1.9762
3662,34.25,-118.38,4.8816
19843,36.42,-119.09,1.5875
10486,33.48,-117.68,5.0527
6947,33.99,-118.08,2.5
4657,34.05,-118.32,1.5882
6414,34.14,-118.01,2.8352
20194,34.26,-119.22,3.4018
3150,35.08,-118.61,3.4911
16397,38.0,-121.25,2.8958
15573,33.08,-116.77,5.5842
4813,34.05,-118.28,1.5565
9265,36.92,-119.81,4.665
5969,34.1,-117.76,2.6210000000000004
11891,33.98,-117.37,2.025
13335,34.04,-117.67,5.2551
2939,35.36,-118.95,2.1078
14096,32.75,-117.11,2.05
12702,38.59,-121.41,2.6485
1340,38.02,-121.9,2.1417
20114,37.96,-120.47,2.006
1391,37.97,-122.1,5.6931
20027,36.09,-119.02,3.0234
7437,33.94,-118.19,3.3846
16615,35.4,-120.92,3.6908
8802,33.79,-118.38,7.7042
17656,37.29,-121.89,4.2614
5806,34.14,-118.26,2.2614
15764,37.77,-122.43,2.3887
6146,34.11,-117.95,3.1034
16629,35.32,-120.82,3.3958
9775,36.33,-121.24,3.1222
1412,37.94,-122.08,4.725
15245,33.0,-117.27,5.1523
12002,33.91,-117.59,5.4872
2256,36.8,-119.84,3.4074
382,37.74,-122.16,4.1458
20287,34.17,-119.17,2.6667
6120,34.12,-117.91,3.7846
2212,36.8,-119.86,2.5595
5603,33.79,-118.28,3.3009
10814,33.63,-117.95,5.8777
8881,34.03,-118.49,4.1827
6004,34.07,-117.77,2.8661
5417,34.01,-118.43,5.3403
4938,33.99,-118.26,1.6901
13434,34.1,-117.43,2.4735
3624,34.25,-118.44,4.8958
3158,35.26,-118.95,4.0
4267,34.1,-118.3,1.6112
9158,34.5,-118.44,8.1344
463,37.87,-122.27,2.8846
1754,37.94,-122.32,3.7277
15301,33.18,-117.36,2.8893
18397,37.22,-121.77,4.5221
13830,34.51,-117.25,4.6914
15762,37.77,-122.43,2.6914
6380,34.17,-118.04,4.0385
3829,34.19,-118.46,2.7237
12674,38.49,-121.38,2.9647
378,37.74,-122.17,2.2917
11298,33.78,-117.91,4.0362
12995,38.68,-121.24,3.7426
8181,33.81,-118.1,5.62
1335,37.99,-121.89,4.1016
13511,34.11,-117.32,2.2604
20339,34.24,-119.02,5.8838
2716,32.8,-115.57,1.7188
16584,37.74,-121.44,3.5096
17993,37.28,-121.95,3.1509
13638,34.08,-117.32,3.1875
18951,38.25,-122.05,3.815
19652,37.5,-120.86,1.9829
3183,36.3,-119.77,2.1038
10003,39.05,-121.03,3.9185
6322,33.99,-117.98,7.0778
13639,34.07,-117.32,1.9963
16102,37.76,-122.5,4.2644
7389,33.97,-118.25,1.8661
1894,38.92,-120.01,2.675
9399,37.9,-122.56,8.634
4661,34.05,-118.3,1.9152
14356,32.75,-117.23,3.3456
16651,35.29,-120.66,2.084
7769,33.91,-118.09,3.4211
7090,33.92,-118.01,5.2305
6221,34.06,-117.92,5.184
15967,37.72,-122.4,3.0313
9381,37.87,-122.47,11.5706
17632,37.27,-121.92,4.5625
16941,37.55,-122.34,6.9533
16292,37.96,-121.24,2.875
19199,38.44,-122.7,2.1912
7037,33.96,-118.08,4.369
11646,33.81,-118.05,5.2542
10570,33.67,-117.67,5.7797
14160,32.76,-117.08,1.7743
15039,32.77,-117.0,5.5
15155,32.99,-117.04,6.6012
15187,33.04,-117.05,6.7769
14620,32.79,-117.16,3.3375
15094,32.82,-116.95,2.5949
6358,34.14,-117.97,3.1094
913,37.53,-122.01,5.7057
12805,38.61,-121.46,1.2917
3992,34.17,-118.64,7.7846
6691,34.13,-118.08,8.4546
18145,37.34,-122.04,7.5372
1030,38.55,-120.25,3.0125
9164,34.42,-118.47,5.2887
2220,36.83,-119.82,6.1175
11966,34.0,-117.4,1.6955
9488,39.25,-123.36,2.5875
1577,37.8,-122.02,7.6518
19840,36.5,-119.26,2.5719
9947,38.3,-122.35,5.6304
3793,34.16,-118.37,3.6375
3655,34.22,-118.43,3.6618
17326,34.64,-120.08,4.2222
4327,34.08,-118.33,3.5083
19211,38.46,-122.71,3.0444
8302,33.76,-118.13,3.9352
20130,34.4,-118.92,3.3152
10544,33.71,-117.76,8.3634
14802,32.58,-117.16,3.3906
7686,33.93,-118.1,4.5769
5731,34.16,-118.21,5.9199
2917,35.36,-119.03,3.9097
5586,33.8,-118.3,5.3106
7088,33.93,-118.0,5.0077
14605,32.81,-117.17,4.22
6326,34.0,-117.96,4.4038
1515,37.89,-122.06,3.1002
20101,37.93,-120.25,3.375
11278,33.79,-117.96,5.2816
2371,36.7,-119.56,2.1182
3432,34.26,-118.43,2.9519
2263,36.78,-119.81,2.0324
4479,34.07,-118.16,3.5769
4239,34.11,-118.32,4.0833
19086,38.4,-122.5,4.1307
1390,37.99,-122.12,4.675
893,37.54,-121.95,4.6641
1490,37.95,-122.03,4.9485
18549,36.96,-122.02,2.0172
10042,39.21,-121.05,2.535
14037,32.75,-117.14,2.4828
16622,35.37,-120.85,2.8173
8516,33.9,-118.32,3.0526
9407,37.9,-122.56,6.7546
2933,35.37,-118.98,0.9675
12881,38.68,-121.34,4.2743
19316,38.4,-122.89,4.511
10937,33.74,-117.89,3.75
18989,38.36,-121.94,5.0346
19827,36.55,-119.4,2.5141
11638,33.83,-118.06,4.53
1129,39.77,-121.62,1.8125
731,37.68,-122.13,4.1974
11110,33.85,-117.89,3.2303
15581,33.02,-116.84,5.6674
3084,35.72,-118.47,2.0694
7297,33.98,-118.21,2.6818
4588,34.05,-118.27,0.9563
12496,38.57,-121.45,3.2963
2795,36.94,-118.31,2.325
8979,34.0,-118.42,5.0357
7601,33.89,-118.26,2.8493
798,37.64,-122.08,3.9338
6232,34.07,-117.94,3.3523
734,37.67,-122.14,4.2386
16310,38.01,-121.33,5.318
2244,36.83,-119.8,4.3315
178,37.8,-122.23,2.3833
11469,33.65,-118.05,10.1154
11932,33.94,-117.4,3.0509
1174,39.53,-121.65,1.4833
13798,34.58,-117.41,1.6047
20562,38.67,-121.77,2.8351
10023,39.23,-121.15,2.8102
9830,36.63,-121.91,2.1776
790,37.64,-122.08,3.8
19226,38.46,-122.68,7.3003
9973,38.53,-122.4,3.6118
11393,33.73,-117.97,5.0875
198,37.77,-122.23,2.57
14643,32.78,-117.19,4.4097
18663,37.0,-121.94,4.1587
12279,33.94,-116.96,1.4063
7675,33.92,-118.09,4.8542
13385,34.12,-117.56,4.7193
548,37.77,-122.27,3.3269
3339,38.78,-122.59,3.375
12940,38.64,-121.25,5.6864
16081,37.74,-122.49,4.5744
18775,40.45,-122.3,1.6579
7465,33.93,-118.2,3.4402
11772,38.75,-121.3,2.655
18952,38.25,-122.06,3.3153
19929,36.31,-119.32,2.9886
10506,33.55,-117.68,6.065
17775,37.36,-121.86,4.4896
13277,34.09,-117.64,3.05
18791,40.75,-122.56,1.7935
7533,33.91,-118.22,2.6154
15011,32.77,-117.04,2.734
66,37.81,-122.3,0.8056
18029,37.24,-121.91,4.7118
4712,34.06,-118.36,3.25
5214,33.94,-118.25,2.3333
11452,33.68,-117.97,5.5105
18543,36.97,-122.03,3.2404
5033,33.98,-118.33,1.6477
6915,33.95,-117.99,10.4835
2572,40.78,-124.15,3.3984
17137,37.46,-122.16,4.2667
17555,37.33,-121.87,3.0156
622,37.73,-122.16,2.5625
18817,39.66,-120.48,1.8839
6222,34.06,-117.93,5.4635
787,37.63,-122.09,3.9167
3332,38.9,-122.6,2.9583
14582,32.84,-117.18,3.6667
16179,37.96,-121.28,0.9365
20270,34.19,-119.18,1.5625
6008,34.07,-117.76,2.8594
17399,34.94,-120.47,1.8633
8334,33.94,-118.31,3.6583
19369,38.36,-123.02,3.8589
11472,33.71,-118.0,4.0121
16681,35.13,-120.56,4.4033
17936,37.35,-121.95,4.2656
13448,34.1,-117.41,2.5272
17572,37.32,-121.92,3.5256
16134,37.78,-122.49,3.6148
12478,38.59,-121.48,1.6116
515,37.83,-122.24,5.8948
17471,34.46,-119.81,7.1687
478,37.86,-122.28,3.3906
13640,34.06,-117.32,2.1591
4476,34.08,-118.17,3.375
9971,38.5,-122.47,4.1993
10839,33.66,-117.93,9.6062
18732,40.53,-122.41,2.037
15409,33.22,-117.24,4.1316
6899,34.04,-118.13,3.1083
10232,33.87,-117.93,1.7935
15469,33.16,-117.21,2.6487
1033,38.5,-120.65,2.65
16270,37.95,-121.24,3.7734
14622,32.78,-117.16,3.7381
2598,41.32,-123.85,1.0486
1514,37.9,-122.06,2.6998
6191,34.1,-117.89,3.125
17631,37.28,-121.92,4.5833
14175,32.75,-117.05,3.0938
7237,34.01,-118.13,2.7083
5753,34.18,-118.27,6.2976
2068,36.73,-119.89,2.6146
19202,38.43,-122.71,1.5026
8236,33.76,-118.19,4.6629
8536,33.89,-118.35,4.2829
5521,33.96,-118.39,5.8143
1462,37.96,-122.0,3.7
7915,33.88,-118.08,5.1645
1871,38.94,-119.95,2.5875
19430,37.66,-121.06,4.6053
4576,34.07,-118.28,2.4632
18866,38.1,-122.22,3.0221
7209,34.03,-118.17,2.1979
9856,36.58,-121.86,5.7578
11080,33.8,-117.84,4.3661
16983,37.56,-122.29,5.8221
7349,33.97,-118.16,1.9464
4623,34.06,-118.31,0.8804
7192,34.03,-118.18,1.1929
4818,34.04,-118.3,1.7225
14230,32.69,-117.04,3.02
16007,37.74,-122.45,5.0887
220,37.8,-122.21,3.0682
9953,38.41,-122.36,3.7067
16297,37.96,-121.22,1.9875
12632,38.49,-121.48,1.5908
18881,38.1,-122.25,2.3
12778,38.64,-121.42,1.6033
11389,33.64,-117.98,3.8187
15730,37.78,-122.43,2.9792
18815,39.61,-120.08,2.7778
2476,36.34,-120.08,2.1153
4248,34.14,-118.32,4.0965
6115,34.12,-117.9,2.6629
19793,40.85,-123.13,1.8933
10941,33.74,-117.88,3.1964
18953,38.25,-122.06,3.3598
19489,37.66,-120.99,2.5938
6487,34.1,-118.0,3.4005
7036,33.96,-118.08,4.0096
10099,33.93,-117.95,2.6123
9456,39.88,-123.71,1.4952
16675,35.14,-120.7,3.5352
12433,33.51,-116.01,1.7344
5650,33.74,-118.29,2.0329
15443,33.19,-117.26,2.9469
19727,38.95,-121.47,2.7039
17585,37.31,-121.92,4.0524
8052,33.84,-118.19,4.1771
19826,36.54,-119.48,4.2222
16287,37.91,-121.28,1.69
20196,34.26,-119.21,3.3452
2881,35.38,-118.99,1.4024
1677,38.05,-122.25,1.6767
20398,34.22,-118.86,5.5845
6060,34.01,-117.81,4.9589
901,37.53,-121.97,5.4299
18097,37.33,-122.05,6.3131
7164,34.06,-118.17,2.1845
2296,36.8,-119.75,2.197
11594,33.8,-118.08,6.0553
15387,33.29,-117.05,7.0177
8488,33.9,-118.31,2.6312
9713,36.67,-121.67,3.9219
18722,40.62,-122.36,2.2905
13848,34.48,-117.36,3.9792
15733,37.78,-122.44,2.4196
15516,33.16,-117.08,4.8554
8219,33.79,-118.21,4.5938
15773,37.76,-122.45,4.6912
17793,37.36,-121.82,3.7188
6772,34.11,-118.15,4.2981
19523,37.65,-121.01,0.4999
14436,32.8,-117.24,2.1357
11923,33.95,-117.39,3.1667
14678,32.82,-117.11,4.375
11440,33.73,-117.97,6.2984
16621,35.44,-120.95,2.6864
18436,37.25,-121.84,4.8355
16723,35.48,-120.67,3.3438
7257,34.01,-118.17,3.0225
2580,40.8,-124.02,3.9792
7966,33.86,-118.19,2.2381
2156,36.77,-119.79,2.3967
4340,34.08,-118.29,1.8495
12936,38.66,-121.25,5.02
9562,37.35,-120.62,1.6833
20504,34.29,-118.73,7.355
10586,33.7,-117.77,5.4248
2387,36.94,-119.61,4.2679
13743,34.08,-117.16,4.51
16317,38.0,-121.32,2.213
5254,34.07,-118.48,10.7937
681,37.69,-122.15,5.1312
4530,34.04,-118.22,1.5163
12967,38.7,-121.32,3.0703
13614,34.13,-117.26,2.0
3159,35.27,-118.83,2.6302
17641,37.25,-121.9,5.7385
2987,35.33,-119.01,2.4234
4908,34.01,-118.26,2.1776
1882,38.94,-119.99,3.1625
19944,36.22,-119.37,2.7060000000000004
14950,32.74,-116.95,3.9583
19568,37.6,-120.95,2.9821
1940,38.66,-120.96,3.9036
3296,38.98,-122.68,2.1838
3534,34.26,-118.55,8.203
5974,34.11,-117.76,3.9825
3729,34.18,-118.42,5.7143
490,37.86,-122.25,7.0897
5708,34.21,-118.23,3.3287
1181,39.48,-121.55,2.2045
1375,38.01,-122.12,3.609
5014,34.0,-118.32,1.95
11606,33.8,-118.02,8.4952
12351,33.81,-116.52,3.4394
626,37.7,-122.18,4.0268
4758,34.04,-118.34,2.2254
13957,34.17,-117.13,5.5762
10304,33.87,-117.78,5.3307
3560,34.25,-118.59,3.6231
6040,34.05,-117.73,2.8929
12372,33.78,-116.4,6.8729
17706,37.31,-121.81,4.4792
2841,35.4,-118.98,2.8393
4180,34.09,-118.22,2.8194
18001,37.28,-121.98,5.7251
15332,33.22,-117.32,2.4375
18773,40.47,-122.29,1.9657
18475,37.12,-121.65,3.6895
2887,35.39,-118.99,1.6009
19892,36.29,-119.14,1.47
8876,34.04,-118.49,13.3036
4539,34.02,-118.2,2.75
12706,38.6,-121.39,2.5238
12271,34.0,-117.04,3.5255
6683,34.16,-118.09,5.0393
6671,34.16,-118.11,3.4583
14997,32.72,-117.05,3.9485
6453,34.12,-118.06,3.6639
9211,37.11,-120.31,2.4054
1366,38.01,-122.13,1.8523
12108,33.97,-117.31,3.4896
12581,38.52,-121.42,2.5574
2639,40.59,-124.14,2.178
1191,39.39,-121.39,3.0208
5602,33.79,-118.28,4.3816
19659,37.51,-120.85,2.2292
13921,34.12,-116.0,2.125
5730,34.17,-118.21,8.1325
14745,32.58,-117.04,5.0311
7204,34.02,-118.18,2.8977
5296,34.06,-118.44,5.5
3197,36.35,-119.67,4.9432
20338,34.23,-119.03,5.6762
12979,38.69,-121.3,3.6995
2938,35.36,-118.94,3.1281
17913,37.36,-121.98,5.0866
17135,37.46,-122.16,6.227
19269,38.43,-122.73,3.7132
8890,34.02,-118.5,3.3266
10171,33.87,-117.98,3.8068
5979,34.12,-117.75,4.3148
11995,34.0,-117.55,2.6979
4534,34.03,-118.21,2.6573
19491,37.65,-120.99,2.1487
10065,39.31,-121.13,2.8102
11538,33.75,-118.01,4.525
7669,33.92,-118.08,4.5382
7607,33.88,-118.26,3.2375
16066,37.75,-122.48,3.7734
6869,34.06,-118.11,2.8229
16342,38.03,-121.32,4.875
16773,37.69,-122.48,4.2421
17917,37.36,-121.99,5.5
12992,38.69,-121.26,5.2586
10472,33.49,-117.73,9.8321
15825,37.75,-122.42,3.5536
15302,33.17,-117.35,3.625
14892,32.61,-117.08,3.3514
12661,38.51,-121.42,2.8139
13325,34.06,-117.63,2.3636
20374,34.16,-118.84,5.22
6681,34.15,-118.09,3.5568
5428,34.02,-118.41,3.3462
9190,34.32,-118.35,1.9875
12322,33.94,-116.57,1.1917
5266,34.04,-118.55,8.8619
3786,34.17,-118.36,2.3851
3510,34.25,-118.46,3.6989
1784,37.94,-122.36,1.822
11374,33.68,-117.96,4.7656
13425,34.18,-117.4,5.3671
7116,33.9,-118.01,5.125
494,37.85,-122.24,9.3959
15862,37.75,-122.4,2.8679
10046,39.22,-120.99,2.8942
15329,33.23,-117.3,2.765
11052,33.79,-117.85,3.8929
2038,36.74,-119.69,1.5449
4041,34.16,-118.5,7.138999999999999
9281,38.09,-122.61,6.9081
2897,35.38,-119.01,1.1944
8558,33.93,-118.41,5.0596
9041,34.68,-118.11,5.3267
16734,37.68,-122.4,3.3816
15803,37.76,-122.44,4.05
7876,33.88,-118.14,2.6641
3340,38.81,-122.66,3.4375
15575,33.01,-116.84,5.4155
2653,40.58,-124.26,2.3571
18766,40.58,-122.26,3.9762
5911,34.28,-118.43,2.3724
18903,38.12,-122.26,3.1025
9733,36.82,-121.66,5.0092
19257,38.46,-122.76,4.2061
11161,33.83,-118.01,2.4609
8514,33.9,-118.32,4.0473
2031,36.72,-119.75,1.3343
5089,33.98,-118.29,1.223
13560,34.09,-117.31,1.608
813,37.61,-122.03,3.7262
7235,34.01,-118.14,2.3929
18371,37.24,-121.88,3.506
10971,33.76,-117.86,4.7083
12755,38.61,-121.38,3.0086
18019,37.24,-121.95,6.0235
6280,34.03,-117.92,4.1118
4206,34.11,-118.25,2.7466
13983,34.98,-116.85,2.6587
13466,34.12,-117.38,2.4053
1079,39.73,-121.82,2.2925
2226,36.86,-119.78,8.3608
18296,37.39,-122.12,8.9172
19773,39.97,-122.14,3.1319
17052,37.48,-122.25,5.0863
10897,33.73,-117.84,2.4211
17891,37.4,-121.93,3.375
15489,33.14,-117.13,4.0495
9356,37.96,-122.54,10.129
3261,39.17,-122.91,4.35
5649,33.74,-118.29,2.75
11288,33.8,-117.95,5.237
9642,37.06,-120.84,1.1301
17006,37.54,-122.28,5.1701
12421,33.72,-116.23,1.7805
14506,32.87,-117.22,3.8542
3862,34.16,-118.44,4.0391
2936,35.36,-118.99,1.1136
8611,33.86,-118.36,5.542999999999999
7080,33.94,-118.0,5.1738
3917,34.19,-118.53,2.625
13679,34.04,-117.24,5.3366
9709,36.68,-121.66,0.9914
1689,38.02,-122.26,5.0473
17485,34.44,-119.82,4.875
11728,39.24,-120.02,1.8269
14347,32.74,-117.18,3.175
305,37.76,-122.18,1.8913
4056,34.15,-118.44,10.0549
20160,34.38,-119.31,2.4375
2999,35.3,-119.05,4.0631
16520,37.79,-121.21,1.6724
9837,36.61,-121.9,2.9309
1231,38.35,-120.57,2.2604
9706,36.66,-121.65,3.5288
2313,36.94,-119.7,2.4861
14336,32.72,-117.17,1.5909
9643,37.06,-120.85,1.5479
18576,36.9,-121.76,2.0775
18372,37.24,-121.9,4.4004
17811,37.39,-121.87,3.7153
17157,37.43,-122.21,9.7796
3496,34.27,-118.48,4.9323
4321,34.08,-118.35,3.8472
9829,36.62,-121.91,3.7454
9030,34.06,-118.58,8.8666
2062,36.62,-119.73,3.5781
6470,34.1,-118.06,4.8594
20571,38.53,-121.99,3.4186
7500,33.92,-118.25,2.0
6477,34.09,-118.08,3.7066
3899,34.21,-118.52,4.5648
20412,34.19,-118.88,3.3703
3567,34.23,-118.59,3.4091
11458,33.68,-117.99,4.7245
5452,34.0,-118.46,2.918
11279,33.8,-117.96,5.244
8022,33.84,-118.12,4.4423
13447,34.11,-117.41,2.5181
556,37.77,-122.25,2.975
12738,38.63,-121.36,4.875
12884,38.66,-121.34,1.9805
9906,38.32,-122.28,3.4543
18448,37.23,-121.81,5.3157
4270,34.1,-118.33,1.625
8531,33.9,-118.35,4.875
19100,38.26,-122.61,4.6833
4086,34.16,-118.39,3.2388
6663,34.16,-118.13,3.6719
9095,34.62,-118.32,4.8409
3138,34.86,-118.15,2.6149
16511,37.76,-121.25,3.4009
588,37.7,-122.1,4.3819
3365,40.29,-120.54,3.4028
2670,33.2,-115.6,2.4511
5515,33.98,-118.41,3.9727
11781,38.78,-121.24,3.5288
20592,39.14,-121.58,0.8928
15310,33.14,-117.38,3.209
8220,33.79,-118.21,2.1964
2395,37.12,-119.34,3.875
17190,37.24,-122.27,5.1002
15965,37.71,-122.44,5.0201
5506,33.98,-118.42,3.6667
10094,33.94,-117.96,2.6641
2170,36.79,-119.89,3.7821
924,37.49,-121.92,5.1643
8134,33.82,-118.12,3.2794
16283,37.93,-121.29,2.7829
9081,34.69,-118.2,4.875
12070,33.85,-117.6,5.3006
11514,33.72,-118.07,5.1824
20050,35.99,-119.31,1.3676
11706,39.09,-120.06,2.1987
15798,37.76,-122.43,3.8261
3124,35.03,-117.82,3.3693
5673,33.73,-118.31,5.4533
14532,32.94,-117.13,4.9375
2774,33.26,-115.8,5.3374
7620,33.84,-118.25,3.8125
6559,34.2,-118.13,6.4288
11925,33.95,-117.4,1.1601
